filename,mean_cov
Bin_Bin_151,1.4813757370330871
Bin_Bin_17_sub_1,8.80988887422783
Bin_Bin_181_sub,3.0984915476694166
Bin_Bin_200_sub,1.5743050426496017
Bin_Bin_201_1,8.693398809491706
Bin_Bin_220_sub,2.591434978480791
Bin_Bin_22_sub,8.870765890021127
Bin_Bin_231_sub,1.9595412628522897
Bin_Bin_238_sub,2.306159677826112
Bin_Bin_241_sub,19.4346322907233
Bin_Bin_27,6.453953489496459
Bin_Bin_271_sub_1,2.5803872485779626
Bin_Bin_282,1.951705088870855
Bin_Bin_288,1.8874624226678414
Bin_Bin_293_sub,1.7477752901891719
Bin_Bin_294_sub_1,2.225401352221432
Bin_Bin_310_sub_1,2.7994529508969
Bin_Bin_312,2.8581859203091677
Bin_Bin_32_sub,11.036553565000052
Bin_Bin_51_sub,7.658241731510912
Bin_Bin_53_sub,3.1733505616653632
Bin_Bin_6_sub,2.3989794741368504
Bin_Bin_72,1.8396826580644476
Bin_Bin_85_sub,2.2510431783477216
Bin_Bin_93_sub,2.359945028626866
Bin_Bin_97_sub_1,4.104584983591548
Bin_METABAT__101_sub,6.1321329295275575
Bin_METABAT__103_sub_1,2.847395316038812
Bin_METABAT__106_1,4.818112119325535
Bin_METABAT__108_1,7.290468265366609
Bin_METABAT__10_1,34.686498311255576
Bin_METABAT__110,4.022717211725367
Bin_METABAT__113_1,2.846117164651645
Bin_METABAT__115,8.374618194044112
Bin_METABAT__117,12.273943609263089
Bin_METABAT__121_1,10.977058717370943
Bin_METABAT__123_sub,6.869327782112599
Bin_METABAT__127,2.344950868281271
Bin_METABAT__132_1,2.9451472672822065
Bin_METABAT__134,4.555567306447979
Bin_METABAT__135,3.2417026074223556
Bin_METABAT__136,6.726805794523893
Bin_METABAT__14,22.58298203422448
Bin_METABAT__142_sub,2.403532463773047
Bin_METABAT__143,4.202937375951857
Bin_METABAT__145_1,4.353313559299357
Bin_METABAT__149,37.802078121644406
Bin_METABAT__151_1,38.26108951198058
Bin_METABAT__157_1,5.88932717352523
Bin_METABAT__160,14.309567672430799
Bin_METABAT__161,3.709454927173912
Bin_METABAT__165_1,6.456197598496137
Bin_METABAT__17,3.3808414325032374
Bin_METABAT__171,7.698650833435322
Bin_METABAT__175,7.242115008482154
Bin_METABAT__181_1,8.943433539840608
Bin_METABAT__183_1,4.772662316642952
Bin_METABAT__187,8.028471633299967
Bin_METABAT__189_1,4.030300243969421
Bin_METABAT__18_sub,3.286433018137818
Bin_METABAT__192,2.416297981314389
Bin_METABAT__193_1,27.2714109558397
Bin_METABAT__196,29.163651134792257
Bin_METABAT__1_1,2.7522851924108136
Bin_METABAT__2,26.060064313933573
Bin_METABAT__20,3.2821983569822963
Bin_METABAT__201,15.066188560119707
Bin_METABAT__206_sub,35.681259725770296
Bin_METABAT__210_1,5.0488958118287135
Bin_METABAT__211,4.065554489289045
Bin_METABAT__212_1,6.284758953005457
Bin_METABAT__218_1,15.06004936356489
Bin_METABAT__219,14.633734849522192
Bin_METABAT__220_1,3.9813711496022646
Bin_METABAT__224_1,4.071940569732386
Bin_METABAT__232_1,11.681574462400603
Bin_METABAT__236_1,8.224427696049727
Bin_METABAT__240_1,20.521859726586527
Bin_METABAT__242_1,5.979210847402573
Bin_METABAT__243,9.212749915552319
Bin_METABAT__245_sub,18.34800037949074
Bin_METABAT__247_1,41.950532553326916
Bin_METABAT__248_1,5.509378136472382
Bin_METABAT__252_1,16.435705919861107
Bin_METABAT__256_1,3.0635168438733102
Bin_METABAT__259,8.180297862631132
Bin_METABAT__261,6.378001403649865
Bin_METABAT__264_sub_1,4.372733233688344
Bin_METABAT__271_1,4.097695785924923
Bin_METABAT__273,27.5487569278457
Bin_METABAT__276,23.390956018719457
Bin_METABAT__280,3.0457140065288866
Bin_METABAT__281_1,5.561356921759212
Bin_METABAT__286,2.4095582792594863
Bin_METABAT__288_1,14.843259198383436
Bin_METABAT__29,10.577312471858049
Bin_METABAT__291,6.913262417718564
Bin_METABAT__293,11.691015001017778
Bin_METABAT__294,3.958860028297639
Bin_METABAT__298_1,5.846535281476333
Bin_METABAT__300_1,5.856866111475784
Bin_METABAT__301_1,9.907910870220624
Bin_METABAT__30_1,5.56533372876287
Bin_METABAT__310,14.627160533839797
Bin_METABAT__317,34.74383928595339
Bin_METABAT__318,2.8020379882907913
Bin_METABAT__319_1,9.306532403562247
Bin_METABAT__323,2.7962152732049863
Bin_METABAT__326,4.961431829407066
Bin_METABAT__328,37.82152497506282
Bin_METABAT__32_1,4.850127747590866
Bin_METABAT__332_1,4.435986521034835
Bin_METABAT__333,8.112801200271933
Bin_METABAT__341,2.6398255164631363
Bin_METABAT__343,21.66227149945567
Bin_METABAT__344_1,4.827380581929486
Bin_METABAT__355_1,9.142029321719289
Bin_METABAT__365,2.21599475307116
Bin_METABAT__371_1,5.193092952427638
Bin_METABAT__372_1,4.519456547500296
Bin_METABAT__373_1,4.0265951946602465
Bin_METABAT__374_1,3.5272989994553874
Bin_METABAT__375,4.872647232882805
Bin_METABAT__377,14.430296602029353
Bin_METABAT__378_1,8.471204566185557
Bin_METABAT__38,2.545498832343964
Bin_METABAT__380,2.861551679524159
Bin_METABAT__382,99.43630737696375
Bin_METABAT__384,4.74501557125414
Bin_METABAT__385_1,3.1625154471787473
Bin_METABAT__386_1,3.683945437809401
Bin_METABAT__389_1,10.500405378395268
Bin_METABAT__391_1,4.500097565607688
Bin_METABAT__395_1,3.418057392358724
Bin_METABAT__396_1,6.840003251006535
Bin_METABAT__398_1,5.157022189185519
Bin_METABAT__399,2.81614856863229
Bin_METABAT__4,3.38128276696824
Bin_METABAT__401,2.4065902056277126
Bin_METABAT__408,21.11185920336365
Bin_METABAT__410_1,12.610684750359908
Bin_METABAT__411_1,17.868490400945333
Bin_METABAT__416_1,3.982034183314882
Bin_METABAT__418,5.848071148202942
Bin_METABAT__420_1,12.332044081848338
Bin_METABAT__421_1,3.7914531564133496
Bin_METABAT__429_1,4.567624994412425
Bin_METABAT__43,3.5920836362993165
Bin_METABAT__430,9.140665879648923
Bin_METABAT__433,3.2810118236352297
Bin_METABAT__435_1,3.6170984079400514
Bin_METABAT__436_1,5.023526069848547
Bin_METABAT__44,2.2984483610950663
Bin_METABAT__443,13.206635272005185
Bin_METABAT__445_1,12.636873025695099
Bin_METABAT__446_1,4.803971579934797
Bin_METABAT__447_1,8.617315676592602
Bin_METABAT__449_1,16.792239600641338
Bin_METABAT__456,8.401735213341293
Bin_METABAT__461,10.1846411361498
Bin_METABAT__464_1,3.971188178816327
Bin_METABAT__46_1,16.920500963846063
Bin_METABAT__470_1,9.908394865940018
Bin_METABAT__49_1,7.032821464001899
Bin_METABAT__5,8.719914284828171
Bin_METABAT__52_1,6.124172779006266
Bin_METABAT__57,3.067052175943408
Bin_METABAT__60,3.0983319566202137
Bin_METABAT__62_1,5.748824993131837
Bin_METABAT__64_1,4.645852615217255
Bin_METABAT__69_1,31.334247270491236
Bin_METABAT__71,7.18606205723635
Bin_METABAT__73,9.221697638132337
Bin_METABAT__79,25.894747999690708
Bin_METABAT__82_1,6.5560021807531115
Bin_METABAT__83_1,8.452180574607212
Bin_METABAT__84_1,15.03206058456486
Bin_METABAT__86_sub_1,2.7335638518035124
Bin_METABAT__87_1,56.83791226375427
Bin_METABAT__91,6.704086427756968
Bin_METABAT__92_1,3.9852211241936137
Bin_METABAT__94,9.351325891892976
Bin_METABAT__97,13.138154545224328
Bin_METABAT__99_1,3.574253933637133
Bin_METABAT__9_1,6.0221090361797724
